,job_name,company,location,salary,skills_req,link
352,Virtual Hiring For International Voice Customer Service -Gurgaon,Genpact,Gurgaon/Gurugram,Not disclosed,"Customer Service, Calling, International Voice Process, BPO, voice, Outbound, Contact Center, US Shift",https://www.naukri.com/job-listings-virtual-hiring-for-international-voice-customer-service-gurgaon-genpact-india-private-limited-gurgaon-gurugram-0-to-3-years-230222003661?src=jobsearchDesk&sid=16470884150601180&xp=14&px=18
353,Walk in freshers Executives For HR Payroll/HR Admin/HR Recruiters,WISDOM BRIDGE MANAGEMENT CONSULTANTS,"Kolkata, Bangalore Rural, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)","2,25,000 - 4,00,000 PA.","BBA, Contract Staffing, IT Recruitment, Graduate Freshers, Any Graduate, Statutory Compliance, BBM, Technical Recruitment",https://www.naukri.com/job-listings-walk-in-freshers-executives-for-hr-payroll-hr-admin-hr-wisdom-bridge-management-consultants-kolkata-bangalore-rural-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-0-to-5-years-190222004125?src=jobsearchDesk&sid=16470884150601180&xp=15&px=18
354,Executive - Customer Service,XpressBees,Pune,"1,50,000 - 2,00,000 PA.","client support, service quality, performance evaluation, key accounts, new product, client retention",https://www.naukri.com/job-listings-executive-customer-service-busybees-logistics-solutions-private-limited-pune-0-to-2-years-110322004989?src=jobsearchDesk&sid=16470884150601180&xp=16&px=18
355,Mega Walk In For Freshers in UP & Bihar on Sunday 13 Mar 22 - Sunday,Muthoot Finance,"Allahabad/Prayagraj, Varanasi/Benaras, Sultanpur, Patna, Motihari, Gaya, Arrah, kadamkuan, Uttarpradesh Other","1,50,000 - 2,50,000 PA.","Branch Operations, Business Development, Graduate, BCom, BBA, Banking Operations, interest rates, customer service",https://www.naukri.com/job-listings-mega-walk-in-for-freshers-in-up-bihar-on-sunday-13-mar-22-sunday-muthoot-finance-ltd-allahabad-prayagraj-varanasi-benaras-sultanpur-patna-motihari-gaya-arrah-kadamkuan-uttarpradesh-other-0-to-4-years-050322000646?src=jobsearchDesk&sid=16470884150601180&xp=17&px=18
356,Customer Service Executive,Tech Mahindra,"Noida, New Delhi, Delhi / NCR",Not disclosed,"IT Skills, Python, Testing, Big Data, AWS, BPO, hindi, Customer Care",https://www.naukri.com/job-listings-customer-service-executive-tech-mahindra-ltd-noida-new-delhi-delhi-ncr-0-to-2-years-020322007955?src=jobsearchDesk&sid=16470884150601180&xp=18&px=18
357,WALK-IN// Acquisition Manager - Credit Cards// Indusind Bank// Kolkata,IndusInd Bank,Kolkata,"1,00,000 - 2,50,000 PA.","open market, Sales, Cross Selling, personal loan, Acquisition, Credit Cards",https://www.naukri.com/job-listings-walk-in-acquisition-manager-credit-cards-indusind-bank-kolkata-indusind-bank-limited-kolkata-0-to-2-years-070322008262?src=jobsearchDesk&sid=16470884150601180&xp=19&px=18
358,Opening For Customer Service Manager(Sales)-Moradabad & Muzaffarnagar,DCB Bank,"Moradabad, Muzaffarnagar","2,50,000 - 5,00,000 PA.","Liability Products, Sales, Casa, Casa Acquisition, Direct Sales, Gold Loan, Term Deposits",https://www.naukri.com/job-listings-opening-for-customer-service-manager-sales-moradabad-muzaffarnagar-dcb-bank-limited-moradabad-muzaffarnagar-0-to-5-years-040322006191?src=jobsearchDesk&sid=16470884346366302&xp=1&px=19
359,Opening For Customer Service Executive/Manager(Sales)-Lucknow,DCB Bank,Lucknow,"2,50,000 - 5,00,000 PA.","Liability Products, Sales, Casa, Casa Acquisition, Direct Sales, Gold Loan, Term Deposits",https://www.naukri.com/job-listings-opening-for-customer-service-executive-manager-sales-lucknow-dcb-bank-limited-lucknow-0-to-5-years-020322004352?src=jobsearchDesk&sid=16470884346366302&xp=2&px=19
360,HR Recruitment Specialist- Walk-in-Interview,HASHTAG GLOBAL SOLUTIONS,Chennai,Not disclosed,"Recruitment, Contract Staffing, IT Recruitment, Telesales, Hiring, Calling, HR, US IT Recruitment",https://www.naukri.com/job-listings-hr-recruitment-specialist-walk-in-interview-hashtag-global-solutions-chennai-0-to-5-years-080222006104?src=jobsearchDesk&sid=16470884346366302&xp=3&px=19
361,Openings For Banking Voice Process - Day Shift,MMC Infotech Services P Ltd,Chennai,"1,25,000 - 1,75,000 PA.","BPO, voice, Banking Process, Customer Service, voice process, Domestic Voice Process, Telesales, Telemarketing",https://www.naukri.com/job-listings-openings-for-banking-voice-process-day-shift-mmc-infotech-services-p-ltd-chennai-0-to-1-years-010322005171?src=jobsearchDesk&sid=16470884346366302&xp=4&px=19
362,Customer Care Associate II SEMI Voice Process,Door Sabha Nigam Limited,Chennai,"1,00,000 - 2,00,000 PA.","Customer Service, Calling, Semi Voice, Hindi Speaking, Voice Process, KPO, English Language, Voice Support",https://www.naukri.com/job-listings-customer-care-associate-ii-semi-voice-process-door-sabha-nigam-limited-chennai-0-to-1-years-240222006705?src=jobsearchDesk&sid=16470884346366302&xp=5&px=19
363,Customer Service Executive,ScaleneWorks People Solutions LLP,Chennai(Porur),"2,75,000 - 4,00,000 PA.","customer service, Voice Process, Customer Support, Bpo Voice, Calling, Inbound Calls, Outbound Calling",https://www.naukri.com/job-listings-customer-service-executive-scaleneworks-people-solutions-llp-chennai-0-to-5-years-230222003312?src=jobsearchDesk&sid=16470884346366302&xp=6&px=19
364,Customer Onboarding Specialist,Epowerx Learning Technologies Private Limited,Chennai,"3,00,000 - 4,00,000 PA.","conflict resolution, Customer Relationship, Customer Support, Written And Oral Communication, product support, customer centric, Non Voice Process, strong communication skills",https://www.naukri.com/job-listings-customer-onboarding-specialist-epowerx-learning-technologies-private-limited-chennai-0-to-5-years-220222001824?src=jobsearchDesk&sid=16470884346366302&xp=7&px=19
365,"Wanted ""Freshers"" For BPO Non Voice Process - Spot Offer!!",Zealous Services,Chennai(Nungambakkam),"90,000 - 1,00,000 PA.","Bpo, Non Voice Process, Fresher, semi voice, Communication Ski, Customer Service, US Shift, Computer Skills",https://www.naukri.com/job-listings-wanted-freshers-for-bpo-non-voice-process-spot-offer-zealous-services-chennai-0-to-1-years-210222000616?src=jobsearchDesk&sid=16470884346366302&xp=8&px=19
366,Access healthcare Hiring For - AR Caller International Voice Process,Access Healthcare,"Chennai, Bangalore/Bengaluru",Not disclosed,"Ar Caller, Senior AR Caller, ar calling, Denial Handling, Denial Management, Ar representative",https://www.naukri.com/job-listings-access-healthcare-hiring-for-ar-caller-international-voice-process-access-healthcare-services-pvt-ltd-chennai-bangalore-bengaluru-0-to-5-years-150222003177?src=jobsearchDesk&sid=16470884346366302&xp=9&px=19
367,Airlines-Customer Support Executive,"I Marque Solutions (P) Ltd.,",Chennai(Teynampet),"1,00,000 - 2,00,000 PA.","Customer Care, BPO, voice, inbound, hindi, Inbound Process, Inbound Voice Process, Customer Support",https://www.naukri.com/job-listings-airlines-customer-support-executive-i-marque-solutions-p-ltd-chennai-0-to-3-years-120322004614?src=jobsearchDesk&sid=16470884346366302&xp=10&px=19
368,Openings For Banking Non - Voice Process Day Shift,MMC Infotech Services P Ltd,Chennai,Not disclosed,"BPO, voice, data entry, Backend, Banking Process, Typing, Non Voice Process, Back Office",https://www.naukri.com/job-listings-openings-for-banking-non-voice-process-day-shift-mmc-infotech-services-p-ltd-chennai-0-to-1-years-120322000909?src=jobsearchDesk&sid=16470884346366302&xp=11&px=19
369,Urgent Opening For international voice process @ Apexon-Coimbatore,Apexon,"Chennai, Coimbatore",Not disclosed,"communication, Customer Service, international voice process, Bpo Voice, Voice Process, Night Shift, UK Shift, International BPO",https://www.naukri.com/job-listings-urgent-opening-for-international-voice-process-apexon-coimbatore-technosoft-global-services-pvt-ltd-chennai-coimbatore-0-to-2-years-110322003022?src=jobsearchDesk&sid=16470884346366302&xp=12&px=19
370,Banking Voice Process,AA DUKAAN FINANCIAL SERVICES PVT. LTD. (bankbazaa r.com),"Ambattur, Chennai","1,75,000 - 2,00,000 PA.","BPO, fresher, Voice Process, Outbound Process, communication, sales",https://www.naukri.com/job-listings-banking-voice-process-aa-dukaan-financial-services-pvt-ltd-bankbazaa-r-com-ambattur-chennai-0-to-2-years-100322004058?src=jobsearchDesk&sid=16470884346366302&xp=13&px=19
371,Travel Counselor,American Express Global Business Travel,"Chennai, Bangalore/Bengaluru",Not disclosed,Travel Counsellor,https://www.naukri.com/job-listings-travel-counselor-american-express-global-business-travel-chennai-bangalore-bengaluru-0-to-4-years-090322500180?src=jobsearchDesk&sid=16470884346366302&xp=14&px=19
372,Business Presentation Specialist - Chennai & Bengaluru,McKinsey & Company,"Chennai(Perungudi), Bangalore/Bengaluru(Whitefield)",Not disclosed,"English Typing, Powerpoint, BPO, voice, non voice, data analysis, Excel, Content Editing",https://www.naukri.com/job-listings-business-presentation-specialist-chennai-bengaluru-mckinsey-global-services-india-pvt-ltd-chennai-bangalore-bengaluru-0-to-3-years-070122003921?src=jobsearchDesk&sid=16470884346366302&xp=15&px=19
373,Technical Support Engineer ( Voice Process),DXC Technology,"Noida, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru, Delhi / NCR
(WFH during Covid)",Not disclosed,"Communication Skills, Technical Support, Voice Process, Customer Service, Hardware Networking, Database Handling, Calling, Troubleshooting",https://www.naukri.com/job-listings-technical-support-engineer-voice-process-dxc-technology-india-private-limited-noida-gurgaon-gurugram-chennai-bangalore-bengaluru-delhi-ncr-0-to-2-years-030222611011?src=jobsearchDesk&sid=16470884346366302&xp=16&px=19
374,Client Account Manager/ Night Shift/ FULL Creative/,FULL CREATIVE PRIVATE LIMITED,"Chennai, Bangalore/Bengaluru
(WFH during Covid)",Not disclosed,"Client Management, Communication Skills, Account Management, Analytical",https://www.naukri.com/job-listings-client-account-manager-night-shift-full-creative-full-creative-private-limited-chennai-bangalore-bengaluru-0-to-5-years-300621005018?src=jobsearchDesk&sid=16470884346366302&xp=17&px=19
375,Direct Walk-In | Bpo Telecalling | Chennai-CIT Nagar,VIZZA insurance broking services pvt ltd,Chennai(Tiruvanmiyur +6),Not disclosed,"Outbound Sales, Telecalling, Domestic BPO, Voice Process, Outbound Calling",https://www.naukri.com/job-listings-direct-walk-in-bpo-telecalling-chennai-cit-nagar-vizza-insurance-broking-services-pvt-ltd-chennai-0-to-3-years-280222002518?src=jobsearchDesk&sid=16470884346366302&xp=18&px=19
376,SysOps - Support Specialist (Infra) - IS Core Services,Expeditors International,"Chennai(Vadapalani), Tamilnadu",Not disclosed,"customer service, oral communication, Unix, written, SQL, Technical Documentation, Communication Skills, Maintenance Planning",https://www.naukri.com/job-listings-sysops-support-specialist-infra-is-core-services-expeditors-international-india-pvt-ltd-chennai-tamilnadu-0-to-3-years-251121002729?src=jobsearchDesk&sid=16470884346366302&xp=19&px=19
377,Customer Support Executive,Optimists Healthcare Tech,"Chennai
(WFH during Covid)","1,75,000 - 2,50,000 PA.","communication, Aftersales, Customer Care, Call Center",https://www.naukri.com/job-listings-customer-support-executive-optimists-healthcare-tech-chennai-0-to-3-years-250821001960?src=jobsearchDesk&sid=16470884346366302&xp=20&px=19
378,Excellent Openings For Call Centre Officer - CAMS - Chennai,Computer Age Management Services (CAMS),Chennai(Anna Salai),"1,00,000 - 2,50,000 PA.","IT Skills, React.js, Javascript, BPO, customer service, voice, hindi, quality standards",https://www.naukri.com/job-listings-excellent-openings-for-call-centre-officer-cams-chennai-computer-age-management-services-limited-chennai-0-to-5-years-230222002027?src=jobsearchDesk&sid=16470884562942960&xp=1&px=20
379,Customer Experience Associate,The Indus Valley,Chennai,"2,25,000 - 3,00,000 PA.","Blended Process, Customer Service, Malayalam, Non Voice Process, Semi Voice, Voice Process, MS Office, Verbal Communication",https://www.naukri.com/job-listings-customer-experience-associate-the-indus-valley-chennai-0-to-4-years-220621002334?src=jobsearchDesk&sid=16470884562942960&xp=2&px=20
380,Straive - Hiring For Freshers,SPI technologies india private limited,"Pondicherry/Puducherry, Chennai","1,75,000 - 2,50,000 PA.","english communication, Excellent Communication In English, Fresher, Email Writing, International Voice Process",https://www.naukri.com/job-listings-straive-hiring-for-freshers-spi-technologies-india-private-limited-pondicherry-puducherry-chennai-0-to-2-years-190122007683?src=jobsearchDesk&sid=16470884562942960&xp=3&px=20
381,Hiring Freshers For International Voice Process!!,PROCHANT INDIA PRIVATE LIMITED,Chennai,Not disclosed,"BPO, Revenue Cycle Management, Claims Management, US Shift, KPO, Voice Process, US Healthcare, Medical Billing",https://www.naukri.com/job-listings-hiring-freshers-for-international-voice-process-prochant-india-private-limited-chennai-0-to-0-years-140222005339?src=jobsearchDesk&sid=16470884562942960&xp=4&px=20
382,HCL || Cyber Security Specialist,HCL,"Chennai, Bangalore/Bengaluru, Delhi / NCR","4,75,000 - 6,00,000 PA.","Cyber Security, CSE, Networking, IT Skills, Cloud, Sentinel, GCP, Routing",https://www.naukri.com/job-listings-hcl-cyber-security-specialist-hcl-technologies-limited-chennai-bangalore-bengaluru-delhi-ncr-0-to-1-years-140122001140?src=jobsearchDesk&sid=16470884562942960&xp=5&px=20
383,Customer Support Executive,GOODWILL WEALTH MANAGEMENT PRIVATE LIMITED,Chennai(Mylapore),Not disclosed,"Customer Relationship, Customer Support, Back Office, Customer Care, Back Office Operations, Voice Process, Operations, Voice Support",https://www.naukri.com/job-listings-customer-support-executive-goodwill-wealth-management-private-limited-chennai-0-to-2-years-110322004860?src=jobsearchDesk&sid=16470884562942960&xp=6&px=20
384,International Voice Process - Night Shift,Orion RE Capital,Remote,Not disclosed,"international voice process, us shift, communication skills, night shift, BPO, international bpo, customer service, ites",https://www.naukri.com/job-listings-international-voice-process-night-shift-orion-re-capital-chennai-0-to-4-years-110222007716?src=jobsearchDesk&sid=16470884562942960&xp=7&px=20
385,Customer Care Executive - Kannada/ Hindi,Poorvika Mobiles Private Limited,Chennai(Ekkaduthangal),Not disclosed,"English, Communication Skills, Customer Relationship, Customer Support, Customer Service, Kannada, Customer Care, Hindi",https://www.naukri.com/job-listings-customer-care-executive-kannada-hindi-poorvika-mobiles-private-limited-chennai-0-to-2-years-080921007511?src=jobsearchDesk&sid=16470884562942960&xp=8&px=20
386,Zoom Interview-Technical Support(US Voice process) - 12-March-22,CSS Corp,"Chennai
(WFH during Covid)","2,00,000 - 4,00,000 PA.",inter,https://www.naukri.com/job-listings-zoom-interview-technical-support-us-voice-process-12-march-22-css-corp-pvt-ltd-chennai-0-to-5-years-030122005889?src=jobsearchDesk&sid=16470884562942960&xp=9&px=20
387,Marketing Executive / Business Development Executive,TIME,Chennai,Not disclosed,"Executive Sales & Marketing, HR Executive, Networking, Institutional sales, Relationship, Atl, Business Development Executive, Revenue generation",https://www.naukri.com/job-listings-marketing-executive-business-development-executive-triumphant-institute-of-management-education-chennai-0-to-3-years-301220502684?src=jobsearchDesk&sid=16470884562942960&xp=10&px=20
388,Marketing Executive / Business Development Executive,TIME,Chennai,Not disclosed,"Networking, Institutional sales, Relationship, Atl, Business Development Executive, Revenue generation, Marketing Executive, Promotional strategies",https://www.naukri.com/job-listings-marketing-executive-business-development-executive-triumphant-institute-of-management-education-chennai-0-to-3-years-301220502682?src=jobsearchDesk&sid=16470884562942960&xp=11&px=20
